id,name,unit,source,sourceNote,sourceOrganization,topics,tema_id
SP.POP.AG18.MA.UN,"Population, age 18, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 18, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG18.TO.UN,"Population, age 18, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG19.FE.UN,"Population, age 19, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG19.MA.UN,"Population, age 19, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 19, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG19.TO.UN,"Population, age 19, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG20.FE.UN,"Population, age 20, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG20.MA.UN,"Population, age 20, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 20, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG20.TO.UN,"Population, age 20, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG21.FE.UN,"Population, age 21, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG21.MA.UN,"Population, age 21, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 21, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG21.TO.UN,"Population, age 21, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG22.FE.UN,"Population, age 22, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG22.MA.UN,"Population, age 22, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 22, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG22.TO.UN,"Population, age 22, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG23.FE.UN,"Population, age 23, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG23.MA.UN,"Population, age 23, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 23, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG23.TO.UN,"Population, age 23, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG24.FE.UN,"Population, age 24, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG24.MA.UN,"Population, age 24, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 24, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG24.TO.UN,"Population, age 24, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG25.FE.UN,"Population, age 25, female",,"{'id': '12', 'value': 'Education Statistics'}","Age population, female refers to female population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG25.MA.UN,"Population, age 25, male",,"{'id': '12', 'value': 'Education Statistics'}","Population, age 25, male refers to the male population at the specified age.",UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.POP.AG25.TO.UN,"Population, age 25, total",,"{'id': '12', 'value': 'Education Statistics'}","Age population, total refers to total population at the specified age level, as estimated by the UNESCO Institute for Statistics.",UNESCO Institute for Statistics.,"[{'id': '4', 'value': 'Education '}]",4
SP.PRE.TOTL.FE.IN,"School age population, pre-primary education, female (number)",,"{'id': '12', 'value': 'Education Statistics'}",Female population of the age-group theoretically corresponding to pre-primary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.PRE.TOTL.IN,"School age population, pre-primary education, both sexes (number)",,"{'id': '12', 'value': 'Education Statistics'}",Population of the age-group theoretically corresponding to pre-primary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.PRE.TOTL.MA.IN,"School age population, pre-primary education, male (number)",,"{'id': '12', 'value': 'Education Statistics'}",Male population of the age-group theoretically corresponding to pre-primary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.PRM.GRAD.FE,"School age population, last grade of primary education, female (number)",,"{'id': '12', 'value': 'Education Statistics'}",Female population of the age-group theoretically corresponding to the last grade of primary school as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.PRM.GRAD.MA,"School age population, last grade of primary education, male (number)",,"{'id': '12', 'value': 'Education Statistics'}",Male population of the age-group theoretically corresponding to the last grade of primary school as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.PRM.GRAD.TO,"School age population, last grade of primary education, both sexes (number)",,"{'id': '12', 'value': 'Education Statistics'}",Population of the age-group theoretically corresponding to the last grade of primary school as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.PRM.TOTL.FE.IN,"School age population, primary education, female (number)",,"{'id': '12', 'value': 'Education Statistics'}",Female population of the age-group theoretically corresponding to primary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.PRM.TOTL.IN,"School age population, primary education, both sexes (number)",,"{'id': '12', 'value': 'Education Statistics'}",Population of the age-group theoretically corresponding to primary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.PRM.TOTL.MA.IN,"School age population, primary education, male (number)",,"{'id': '12', 'value': 'Education Statistics'}",Male population of the age-group theoretically corresponding to primary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.SEC.LTOT.FE.IN,"School age population, lower secondary education, female (number)",,"{'id': '12', 'value': 'Education Statistics'}",Female population of the age-group theoretically corresponding to lower secondary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.SEC.LTOT.IN,"School age population, lower secondary education, both sexes (number)",,"{'id': '12', 'value': 'Education Statistics'}",Population of the age-group theoretically corresponding to lower secondary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.SEC.LTOT.MA.IN,"School age population, lower secondary education, male (number)",,"{'id': '12', 'value': 'Education Statistics'}",Male population of the age-group theoretically corresponding to lower secondary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.SEC.TOTL.FE.IN,"School age population, secondary education, female (number)",,"{'id': '12', 'value': 'Education Statistics'}",Female population of the age-group theoretically corresponding to secondary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.SEC.TOTL.IN,"School age population, secondary education, both sexes (number)",,"{'id': '12', 'value': 'Education Statistics'}",Population of the age-group theoretically corresponding to secondary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.SEC.TOTL.MA.IN,"School age population, secondary education, male (number)",,"{'id': '12', 'value': 'Education Statistics'}",Male population of the age-group theoretically corresponding to secondary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.SEC.UTOT.FE.IN,"School age population, upper secondary education, female (number)",,"{'id': '12', 'value': 'Education Statistics'}",Female population of the age-group theoretically corresponding to upper secondary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.SEC.UTOT.IN,"School age population, upper secondary education, both sexes (number)",,"{'id': '12', 'value': 'Education Statistics'}",Population of the age-group theoretically corresponding to upper secondary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.SEC.UTOT.MA.IN,"School age population, upper secondary education, male (number)",,"{'id': '12', 'value': 'Education Statistics'}",Male population of the age-group theoretically corresponding to upper secondary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.TER.TOTL.FE.IN,"School age population, tertiary education, female (number)",,"{'id': '12', 'value': 'Education Statistics'}",Female population of the age-group theoretically corresponding to tertiary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.TER.TOTL.IN,"School age population, tertiary education, both sexes (number)",,"{'id': '12', 'value': 'Education Statistics'}",Population of the age-group theoretically corresponding to tertiary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
SP.TER.TOTL.MA.IN,"School age population, tertiary education, male (number)",,"{'id': '12', 'value': 'Education Statistics'}",Male population of the age-group theoretically corresponding to tertiary education as indicated by theoretical entrance age and duration.,UNESCO Institute for Statistics,"[{'id': '4', 'value': 'Education '}]",4
